player,team,minute,second,x,y,outcome,body_part,shot_type,first_time,statsbomb_xg,goal,distance,angle,xg_baseline,xg_improved,diff_baseline_statsbomb,diff_improved_statsbomb
Rubén Rochina Naixes,Levante UD,12,49,91.1,56.1,Blocked,Left Foot,Open Play,False,0.007976203,0,33.082019285406396,0.19324999555402864,0.021776264684602635,0.013422338201621064,0.013800061684602636,0.005446135201621065
Lionel Andrés Messi Cuccittini,Barcelona,25,29,94.7,50.2,Saved,Left Foot,Free Kick,False,0.04648035,0,27.278746305503116,0.24821197490581975,0.039172313551048575,0.06501456458602213,-0.007308036448951422,0.018534214586022134
Rubén Rochina Naixes,Levante UD,27,21,93.6,56.4,Blocked,Left Foot,Free Kick,False,0.015493549,0,31.079253530289307,0.20016309914828925,0.026491941944059325,0.04145987256863473,0.010998392944059325,0.02596632356863473
Emmanuel Okyere Boateng,Levante UD,32,26,112.1,33.1,Post,Left Foot,Open Play,False,0.26520702,0,10.489041900955495,0.5393028493486381,0.20393675989363436,0.1940263414102212,-0.06127026010636566,-0.0711806785897788
José Ángel Gómez Campaña,Levante UD,32,31,107.3,26.5,Blocked,Left Foot,Open Play,False,0.05623473,0,18.534832073693035,0.27447867886398264,0.08903225332345002,0.07131935236065036,0.032797523323450026,0.015084622360650363
Lionel Andrés Messi Cuccittini,Barcelona,32,54,100.0,33.8,Blocked,Left Foot,Open Play,False,0.061956845,0,20.93895890439637,0.3317082058476054,0.07424199874813538,0.05769904296927045,0.012285153748135373,-0.004257802030729556
Luis Alberto Suárez Díaz,Barcelona,34,25,109.7,40.9,Goal,Right Foot,Open Play,True,0.24644971,1,10.339245620450264,0.6785926679286397,0.22182132712815852,0.3057858664008318,-0.024628382871841464,0.059336156400831785
José Luis Morales Nogales,Levante UD,37,14,114.2,25.6,Blocked,Right Foot,Open Play,False,0.01724618,0,15.52417469626002,0.18441476794611938,0.11007227142241503,0.09656032314296654,0.09282609142241503,0.07931414314296654
Erick Cathriel Cabaco Almada,Levante UD,37,51,112.5,37.6,Saved,Head,Open Play,False,0.08464433,0,7.874642849044012,0.8460456840221982,0.2884725856184223,0.11212120380950967,0.20382825561842233,0.027476873809509667
Ivan Rakitić,Barcelona,41,23,90.9,57.6,Off T,Right Foot,Open Play,False,0.0066075632,0,34.00838131990407,0.1842210938629212,0.0198077352440573,0.012763096339700365,0.013200172044057299,0.0061555331397003645
Lionel Andrés Messi Cuccittini,Barcelona,42,8,111.4,49.0,Goal,Right Foot,Open Play,False,0.20736858,1,12.448293055676345,0.41842775216141564,0.1633087483785469,0.1561225844740727,-0.044059831621453105,-0.05124599552592729
Lionel Andrés Messi Cuccittini,Barcelona,46,54,103.6,38.4,Goal,Left Foot,Open Play,True,0.135215,1,16.47786393923679,0.43532186846423465,0.11737156178212024,0.143222873258039,-0.01784343821787976,0.008007873258039006
Antonio García Aranda,Levante UD,48,38,104.3,24.2,Saved,Left Foot,Open Play,False,0.039964445,0,22.273975846265078,0.23371816229728484,0.06186634308324194,0.04616762145921189,0.021901898083241937,0.0062031764592118885
Enis Bardhi,Levante UD,49,8,91.4,49.3,Off T,Left Foot,Open Play,True,0.02158059,0,30.07407521437691,0.23076326707989822,0.029732850792767215,0.028895052787021133,0.008152260792767214,0.007314462787021133
José Ángel Gómez Campaña,Levante UD,54,17,104.7,36.0,Blocked,Left Foot,Open Play,True,0.13749294,0,15.814234094637651,0.4419517827796358,0.12475667938157675,0.15350678693318903,-0.012736260618423256,0.016013846933189024
Luis Alberto Suárez Díaz,Barcelona,54,40,112.0,50.1,Saved,Right Foot,Open Play,False,0.35086522,0,12.88448679614365,0.36638675998454645,0.15303751601465596,0.14417188421384336,-0.19782770398534402,-0.20669333578615662
Enis Bardhi,Levante UD,56,58,89.5,34.7,Saved,Right Foot,Free Kick,False,0.032169916,0,30.957067044537663,0.23201313627138034,0.027357387905127494,0.04576230443130676,-0.004812528094872506,0.013592388431306758
Lionel Andrés Messi Cuccittini,Barcelona,59,28,115.3,37.7,Goal,Left Foot,Open Play,True,0.5726979,1,5.232590180780453,1.1847196953565666,0.3965323670511362,0.5318841954562338,-0.17616553294886378,-0.040813704543766205
Erick Cathriel Cabaco Almada,Levante UD,65,46,115.8,31.3,Blocked,Right Foot,Open Play,True,0.058392283,0,9.660745312862772,0.3671738338182194,0.19868873519208416,0.26799949139191803,0.14029645219208414,0.20960720839191804
Arthur Henrique Ramos de Oliveira Melo,Barcelona,68,8,94.0,36.8,Saved,Right Foot,Open Play,False,0.040755115,0,26.196182928052707,0.27565775064608933,0.0441258707613919,0.03297046110909771,0.003370755761391897,-0.007784653890902292
Enis Bardhi,Levante UD,73,6,91.7,45.5,Off T,Right Foot,Open Play,False,0.029190991,0,28.8294987816299,0.24810665237857837,0.033833784250349976,0.02406266040008382,0.004642793250349976,-0.00512833059991618
Sanjin Prcić,Levante UD,74,52,90.4,45.9,Wayward,Right Foot,Open Play,True,0.014851812,0,30.182279569310193,0.23686572144452578,0.029543916245107268,0.030485198855654896,0.014692104245107267,0.015633386855654893
José Ángel Gómez Campaña,Levante UD,75,2,91.3,28.3,Off T,Right Foot,Open Play,False,0.020605031,0,30.99322506613341,0.218265047669851,0.027023198383226577,0.018430815173328924,0.006418167383226578,-0.0021742158266710755
Lionel Andrés Messi Cuccittini,Barcelona,77,56,95.3,48.2,Off T,Left Foot,Free Kick,False,0.061749477,0,26.025564355072113,0.2658748739491517,0.04456034187325991,0.07531060136857844,-0.017189135126740085,0.01356112436857844
Sanjin Prcić,Levante UD,78,38,94.9,40.7,Off T,Right Foot,Open Play,False,0.04919532,0,25.109759058979435,0.2893751699318231,0.04926439043103226,0.03758234037609898,6.907043103225596e-05,-0.011612979623901024
Luis Alberto Suárez Díaz,Barcelona,79,55,103.3,43.8,Off T,Right Foot,Open Play,True,0.38925165,0,17.12687945890903,0.4117287110789737,0.10941143088056003,0.1393873495292763,-0.27984021911943996,-0.2498643004707237
Borja Mayoral Moya,Levante UD,81,4,105.9,50.2,Saved,Right Foot,Open Play,False,0.12583812,0,17.40258601472781,0.3425196087266542,0.10251828040123495,0.08968813047618993,-0.023319839598765046,-0.03614998952381007
David Remeseiro Salgueiro,Levante UD,81,25,100.3,46.3,Off T,Right Foot,Open Play,True,0.039237957,0,20.682843131445928,0.33488815970373964,0.07613347848972037,0.0918316520514203,0.03689552148972037,0.0525936950514203
Philippe Coutinho Correia,Barcelona,84,32,101.2,36.0,Off T,Right Foot,Open Play,False,0.10116166,0,19.220822042774337,0.36882637444132554,0.08864015853989887,0.07564493131238405,-0.012521501460101128,-0.025516728687615953
Denis Suárez Fernández,Barcelona,85,15,109.5,48.5,Saved,Right Foot,Open Play,False,0.383022,0,13.509256086106296,0.4265998694131903,0.1502823153279585,0.14164267965317315,-0.23273968467204148,-0.24137932034682683
Sanjin Prcić,Levante UD,85,58,100.0,42.7,Blocked,Left Foot,Open Play,False,0.04762016,0,20.18142710513803,0.35585085603906613,0.08068494744270252,0.0637939158446174,0.03306478744270252,0.016173755844617395
Gerard Piqué Bernabéu,Barcelona,87,15,109.4,37.4,Goal,Left Foot,Open Play,False,0.30244762,1,10.914210919713797,0.6331225368054972,0.20726348007819645,0.19883704643122047,-0.09518413992180352,-0.10361057356877951
Sanjin Prcić,Levante UD,90,25,95.0,39.7,Saved,Right Foot,Open Play,False,0.048020724,0,25.001799935204666,0.290694231963885,0.049803585213595736,0.03807178255561502,0.001782861213595735,-0.009948941444384983
Sofiane Boufal,Celta Vigo,1,49,94.8,29.1,Blocked,Right Foot,Open Play,False,0.023134686,0,27.456328960733263,0.2441527995394303,0.0384232013714385,0.02794538111555047,0.0152885153714385,0.004810695115550469
Néstor Alejandro Araújo Razo,Celta Vigo,2,23,115.3,37.2,Off T,Head,Open Play,False,0.42998374,0,5.470831746635973,1.1227926541707993,0.3812532451598459,0.17345111031359456,-0.048730494840154126,-0.25653262968640544
Lionel Andrés Messi Cuccittini,Barcelona,9,34,102.3,37.0,Saved,Left Foot,Open Play,True,0.09813295,0,17.952437160452618,0.39715553719252894,0.1008956444374681,0.12031669894937136,0.0027626944374680995,0.022183748949371362
Ousmane Dembélé,Barcelona,9,36,112.3,31.8,Goal,Left Foot,Open Play,True,0.16101693,1,11.248555462813883,0.4622097018650732,0.18433005254825338,0.23711236526403062,0.02331312254825338,0.07609543526403062
Jordi Alba Ramos,Barcelona,20,39,95.7,50.3,Blocked,Right Foot,Open Play,True,0.06863178,0,26.392802049043596,0.25470812580563085,0.042749714256936425,0.04690886226030171,-0.02588206574306358,-0.02172291773969829
Maximiliano Gómez González,Celta Vigo,23,54,100.8,41.4,Saved,Right Foot,Open Play,False,0.055137943,0,19.250974001333027,0.3748517794283261,0.08872333521671621,0.07575913764491779,0.03358539221671621,0.020621194644917788
Luis Alberto Suárez Díaz,Barcelona,30,9,101.1,46.2,Off T,Right Foot,Open Play,False,0.07410925,0,19.890952717253146,0.34726001013386104,0.08239142746375665,0.06928052949283414,0.008282177463756646,-0.0048287205071658595
Hugo Mallo Novegil,Celta Vigo,39,30,109.3,55.3,Off T,Right Foot,Open Play,True,0.04535478,0,18.670297265978387,0.2295553267661648,0.0856072531719003,0.10430624461582141,0.040252473171900297,0.05895146461582142
Lionel Andrés Messi Cuccittini,Barcelona,44,33,101.9,37.7,Goal,Left Foot,Open Play,False,0.25337613,1,18.245547402037566,0.3930969195384024,0.09808177005254627,0.08064747085423715,-0.15529435994745372,-0.17272865914576283
Sofiane Boufal,Celta Vigo,49,26,110.1,45.2,Blocked,Left Foot,Open Play,False,0.06126856,0,11.182575731914367,0.5756989738641751,0.19690179262711757,0.1865424725175364,0.13563323262711757,0.1252739125175364
Brais Méndez Portela,Celta Vigo,55,11,99.0,45.8,Off T,Left Foot,Open Play,False,0.09965798,0,21.78623418583395,0.3216956584167742,0.06831020332036704,0.05223579066551091,-0.031347776679632955,-0.047422189334489086
Luis Alberto Suárez Díaz,Barcelona,59,25,105.9,32.4,Off T,Left Foot,Open Play,False,0.34127867,0,16.017802595861887,0.40139294318870844,0.119738744326911,0.10229029588222413,-0.221539925673089,-0.23898837411777588
Nélson Cabral Semedo,Barcelona,66,28,107.9,56.5,Saved,Right Foot,Open Play,False,0.049686275,0,20.4611827615121,0.21517027602569974,0.07219050456019442,0.05873082920084376,0.02250422956019442,0.009044554200843755
Róbert Mazáň,Celta Vigo,76,26,94.6,27.3,Blocked,Left Foot,Open Play,False,0.024734685,0,28.398063314247334,0.2302863729703584,0.03484507976099675,0.023410391945820726,0.010110394760996753,-0.0013242930541792729
Maximiliano Gómez González,Celta Vigo,76,51,114.7,31.4,Wayward,Head,Open Play,False,0.05972825,0,10.101980003939822,0.4125022736127045,0.19658440383432207,0.06361885415719705,0.1368561538343221,0.003890604157197053
Francisco José Beltrán Peinado,Celta Vigo,78,41,107.5,25.8,Blocked,Left Foot,Open Play,False,0.040355004,0,18.917980864775185,0.2596124791489056,0.08526351288450024,0.06767867289840766,0.04490850888450024,0.027323668898407663
Francisco José Beltrán Peinado,Celta Vigo,80,46,102.3,45.9,Saved,Left Foot,Open Play,True,0.051744636,0,18.65743819499344,0.36933627279679565,0.09323152874425665,0.10973639227587832,0.041486892744256654,0.057991756275878326
Brais Méndez Portela,Celta Vigo,82,27,100.7,61.4,Saved,Left Foot,Open Play,False,0.008507477,0,28.817529387509953,0.17121601224090416,0.03224717903826581,0.021277535710188495,0.02373970203826581,0.012770058710188496
Philippe Coutinho Correia,Barcelona,89,25,91.8,28.0,Blocked,Right Foot,Open Play,False,0.021965293,0,30.647022693893124,0.21936956170033628,0.02794960387717461,0.019177797253068,0.00598431087717461,-0.002787495746932
Lionel Andrés Messi Cuccittini,Barcelona,91,35,99.1,28.4,Off T,Left Foot,Free Kick,False,0.066200085,0,23.903347045968275,0.26760800264021267,0.054362055252639575,0.09415928387564233,-0.01183802974736043,0.027959198875642327
Ángel Luis Rodríguez Díaz,Getafe,5,9,103.7,48.2,Off T,Right Foot,Open Play,True,0.12042114,0,18.246369501903658,0.35737228824421063,0.0960048347788074,0.11982216899075734,-0.02441630522119259,-0.000598971009242652
Vitorino Gabriel Pacheco Antunes,Getafe,15,39,91.0,33.7,Wayward,Left Foot,Open Play,True,0.01602747,0,29.67642161716941,0.24004196295763205,0.031062120018438274,0.03042757009999868,0.015034650018438275,0.014400100099998682
Lionel Andrés Messi Cuccittini,Barcelona,19,48,108.5,34.0,Saved,Left Foot,Open Play,True,0.15501873,0,12.971121771072847,0.4979220313271678,0.1634898676154958,0.20828145583877725,0.00847113761549581,0.05326272583877725
Lionel Andrés Messi Cuccittini,Barcelona,19,50,117.0,31.0,Goal,Left Foot,Open Play,True,0.3412828,1,9.486832980505138,0.2791808089883522,0.19221984123113864,0.2457319743330447,-0.14906295876886136,-0.0955508256669553
Luis Alberto Suárez Díaz,Barcelona,22,12,117.0,52.0,Saved,Right Foot,Open Play,True,0.020744916,0,12.36931687685298,0.1560231465191872,0.14190160762906193,0.1835866287617559,0.12115669162906192,0.1628417127617559
Gerard Piqué Bernabéu,Barcelona,25,30,114.4,35.3,Saved,Left Foot,Open Play,True,0.37003344,0,7.310950690573693,0.7969663289871463,0.29317312684886915,0.39256630641025764,-0.07686031315113084,0.022532866410257646
Luis Alberto Suárez Díaz,Barcelona,28,15,103.6,31.7,Blocked,Right Foot,Open Play,False,0.106208645,0,18.380696395947577,0.35437957211974946,0.09469856894152844,0.08171870182880075,-0.011510076058471569,-0.02448994317119925
Luis Alberto Suárez Díaz,Barcelona,38,35,100.5,46.9,Goal,Right Foot,Open Play,True,0.046158135,1,20.68477701112584,0.3316739502687228,0.07597081513941886,0.09158762105133805,0.02981268013941886,0.04542948605133805
Mauro Wilney Arambarri Rosa,Getafe,40,28,106.8,35.1,Wayward,Right Foot,Open Play,True,0.13634709,0,14.080127840328725,0.4816448284794108,0.14780281125664632,0.19571022641495459,0.011455721256646317,0.05936313641495458
Ángel Luis Rodríguez Díaz,Getafe,41,7,102.6,43.9,Off T,Right Foot,Open Play,True,0.07770694,0,17.831713322056302,0.39608290490042103,0.1019090977818336,0.12851957604142686,0.0242021577818336,0.050812636041426856
Jaime Mata Arnaiz,Getafe,42,27,118.7,39.4,Goal,Right Foot,Open Play,True,0.9267157,1,1.4317821063276335,0.6979201811098059,0.408703491928175,0.553352877090997,-0.518012208071825,-0.373362822909003
Mauro Wilney Arambarri Rosa,Getafe,43,46,90.9,45.2,Off T,Right Foot,Open Play,True,0.019396717,0,29.56095397648729,0.2426785873105437,0.031457602176784845,0.03281009742069689,0.012060885176784844,0.01341338042069689
Ángel Luis Rodríguez Díaz,Getafe,48,1,112.8,51.6,Off T,Right Foot,Open Play,False,0.128915,0,13.652838532700812,0.2957079006612312,0.13787993141226462,0.1269253556378972,0.00896493141226462,-0.001989644362102805
Lionel Andrés Messi Cuccittini,Barcelona,53,12,106.1,31.1,Saved,Right Foot,Open Play,True,0.105519824,0,16.505150711217397,0.3742948673882916,0.11298694756702621,0.14419331884134953,0.00746712356702621,0.038673494841349534
Leandro Daniel Cabrera Sasía,Getafe,58,51,111.7,35.9,Saved,Head,Open Play,False,0.09559769,0,9.257429448826493,0.6988244435961443,0.24311394850468881,0.0869604842410732,0.1475162585046888,-0.008637205758926805
Vitorino Gabriel Pacheco Antunes,Getafe,59,55,90.0,29.1,Blocked,Left Foot,Open Play,False,0.016284587,0,31.918803235710453,0.21504026708523039,0.024686360789296317,0.015580360061518458,0.008401773789296317,-0.0007042269384815412
Lionel Andrés Messi Cuccittini,Barcelona,62,15,95.8,30.9,Off T,Left Foot,Free Kick,False,0.06380812,0,25.854400012377006,0.2641092147859207,0.04522956770286184,0.07657871862127748,-0.018578552297138153,0.012770598621277482
Lionel Andrés Messi Cuccittini,Barcelona,74,53,101.3,42.5,Saved,Left Foot,Open Play,True,0.27254462,0,18.866372200293306,0.3801697028906317,0.09211212672111364,0.10830414591497688,-0.18043249327888639,-0.16424047408502312
Jorge Molina Vidal,Getafe,81,4,107.4,29.0,Blocked,Left Foot,Open Play,False,0.053423654,0,16.726027621644054,0.33334131535239875,0.10819478646469151,0.09027301131377719,0.05477113246469151,0.036849357313777184
Lionel Andrés Messi Cuccittini,Barcelona,82,17,92.9,40.1,Saved,Left Foot,Open Play,False,0.021718958,0,27.100184501216955,0.26848262750221785,0.040352171534889236,0.027911907259585964,0.018633213534889236,0.0061929492595859635
Clément Lenglet,Barcelona,83,48,114.1,38.7,Off T,Head,Open Play,False,0.20262733,0,6.041522986797291,1.079563563332424,0.3615258528015831,0.15935917902811247,0.15889852280158312,-0.04326815097188752
Lionel Andrés Messi Cuccittini,Barcelona,85,15,88.3,51.0,Off T,Left Foot,Free Kick,False,0.021257285,0,33.55428437621641,0.20563171293880245,0.020979334333766392,0.03171019900883646,-0.000277950666233609,0.01045291400883646
Luis Alberto Suárez Díaz,Barcelona,92,40,115.2,53.4,Blocked,Right Foot,Open Play,False,0.020926522,0,14.233762678926466,0.18361231235722655,0.1230275944812166,0.11014456854008199,0.1021010724812166,0.08921804654008199
Sergio Enrich Ametller,Eibar,4,59,112.3,48.1,Wayward,Right Foot,Open Play,True,0.04933747,0,11.17586685675881,0.46802739177167296,0.1859852455536911,0.2510656876679206,0.1366477755536911,0.2017282176679206
José Ángel Valdés Díaz,Eibar,10,15,97.9,25.5,Blocked,Right Foot,Open Play,False,0.02350293,0,26.432177360179764,0.23182797759379786,0.041979385497300487,0.030992752337791148,0.018476455497300488,0.007489822337791149
Anaitz Arbilla Zabala,Eibar,15,25,108.2,41.9,Wayward,Head,Open Play,False,0.03793256,0,11.951987282456416,0.5883932541463208,0.186519805805658,0.059957666580129326,0.148587245805658,0.02202510658012933
Luis Alberto Suárez Díaz,Barcelona,18,22,107.2,29.2,Goal,Right Foot,Open Play,False,0.29937577,1,16.747537132366656,0.3373966461376249,0.10825013573012297,0.09561590309434752,-0.191125634269877,-0.20375986690565245
Gonzalo Escalante,Eibar,23,15,99.3,42.3,Blocked,Left Foot,Open Play,False,0.044801816,0,20.82738581771606,0.3459464061821997,0.07565280291589148,0.05905939137171793,0.030850986915891478,0.014257575371717929
Sergio Enrich Ametller,Eibar,27,44,107.9,43.0,Off T,Head,Open Play,False,0.061336692,0,12.466354719804817,0.557651865660777,0.17602383823504417,0.05535891316371883,0.11468714623504417,-0.005977778836281165
Sergi Roberto Carnicer,Barcelona,28,42,112.5,48.2,Off T,Head,Open Play,False,0.057245135,0,11.112605455067683,0.46257740953210624,0.18637861551459545,0.05939035183993435,0.12913348051459544,0.0021452168399343496
