player,team,minute,second,x,y,outcome,body_part,shot_type,first_time,statsbomb_xg,goal,distance,angle,xg_baseline,xg_improved,diff_baseline_statsbomb,diff_improved_statsbomb
Cristian Tello Herrera,Real Betis,10,56,101.0,22.0,Saved,Right Foot,Open Play,False,0.02179995,0,26.1725046566048,0.2041998317208145,0.04226911207455826,0.031185236471167572,0.02046916207455826,0.009385286471167573
Jesé Rodríguez Ruiz,Real Betis,12,18,113.7,39.9,Saved Off Target,Right Foot,Open Play,True,0.46245113,0,6.300793600809342,1.0524286632272413,0.3515802794412493,0.48915151814398417,-0.11087085055875068,0.026700388143984177
Lionel Andrés Messi Cuccittini,Barcelona,17,13,95.6,44.4,Goal,Left Foot,Free Kick,False,0.08467998,1,24.793547547698783,0.2887246262552645,0.05071562590053957,0.08724064938900504,-0.033964354099460435,0.002560669389005038
Lionel Andrés Messi Cuccittini,Barcelona,24,28,94.0,46.1,Saved,Left Foot,Free Kick,False,0.06263858,0,26.705991837039118,0.2655357282610125,0.04179692714347443,0.07005312015831523,-0.020841652856525568,0.007414540158315233
Cristian Tello Herrera,Real Betis,27,1,104.1,22.2,Blocked,Right Foot,Open Play,False,0.014875705,0,23.867341703675343,0.2062595836769512,0.0524892106499765,0.040272240137186006,0.037613505649976495,0.025396535137186007
Sergio Canales Madrazo,Real Betis,27,21,113.0,40.0,Blocked,Head,Open Play,False,0.14040345,0,7.0,0.9635313430737258,0.32313354390304433,0.13350624168769085,0.18273009390304432,-0.0068972083123091665
José Andrés Guardado Hernández,Real Betis,27,45,93.7,32.7,Blocked,Left Foot,Open Play,False,0.024559062,0,27.29432175380073,0.25731577562425384,0.039341783164254865,0.027067342927145847,0.014782721164254865,0.002508280927145848
Sidnei Rechel da Silva Júnior,Real Betis,28,0,109.8,58.4,Blocked,Right Foot,Open Play,False,0.010073202,0,21.038060747131613,0.17223549338630267,0.06670477542205298,0.05333442782537299,0.05663157342205298,0.04326122582537299
Jesé Rodríguez Ruiz,Real Betis,32,41,107.5,23.2,Off T,Right Foot,Open Play,False,0.030892039,0,20.940152817016404,0.2120115732174912,0.06897461304989094,0.05563727295578203,0.038082574049890947,0.024745233955782032
Luis Alberto Suárez Díaz,Barcelona,39,16,106.0,46.0,Saved,Left Foot,Open Play,True,0.18878463,0,15.231546211727817,0.4383710161830754,0.13085751003284787,0.16194967610131544,-0.057927119967152135,-0.026834953898684566
Giovani Lo Celso,Real Betis,40,8,101.0,35.6,Blocked,Left Foot,Open Play,True,0.064735875,0,19.502820308868152,0.36227407286317265,0.08609127031641235,0.10011137441493602,0.021355395316412354,0.03537549941493602
Luis Alberto Suárez Díaz,Barcelona,40,37,110.8,51.6,Blocked,Right Foot,Open Play,False,0.047122307,0,14.805404418657401,0.3162415041285053,0.12648617800497763,0.11477995993277089,0.07936387100497763,0.06765765293277089
Gerard Piqué Bernabéu,Barcelona,44,11,111.7,40.2,Blocked,Head,Open Play,False,0.07606225,0,8.302409288875126,0.830269408915495,0.27784647357401426,0.10607938316631066,0.20178422357401427,0.03001713316631066
Lionel Andrés Messi Cuccittini,Barcelona,46,5,109.1,37.8,Goal,Left Foot,Open Play,True,0.2838922,1,11.119802156513403,0.6264370479976245,0.20325557818680584,0.265910622191205,-0.08063662181319414,-0.017981577808795002
Luis Alberto Suárez Díaz,Barcelona,46,31,112.9,28.4,Off T,Left Foot,Open Play,False,0.044044133,0,13.600367642089678,0.29412650378868405,0.13836762844761508,0.12066050025883056,0.09432349544761508,0.07661636725883056
Giovani Lo Celso,Real Betis,48,50,100.4,26.7,Blocked,Left Foot,Open Play,False,0.023796346,0,23.686494041964078,0.2562175185042838,0.05507172832094209,0.04028511106722551,0.0312753823209421,0.01648876506722551
Sergio Canales Madrazo,Real Betis,52,10,100.9,60.5,Blocked,Left Foot,Free Kick,False,0.011927755,0,28.018922177699835,0.17923798417576836,0.03495969051813365,0.05686003773018545,0.02303193551813365,0.04493228273018545
Luis Alberto Suárez Díaz,Barcelona,59,43,117.4,30.7,Wayward,Left Foot,Open Play,False,0.2215779,0,9.656603957913982,0.23396890145548033,0.18509768462219148,0.16991355179690065,-0.03648021537780852,-0.05166434820309934
Giovani Lo Celso,Real Betis,60,35,98.7,34.4,Saved,Left Foot,Open Play,False,0.057552837,0,22.023850707812198,0.3192637992421608,0.06674267382631276,0.05080887888569866,0.009189836826312754,-0.0067439581143013405
Luis Alberto Suárez Díaz,Barcelona,60,47,106.1,32.9,Off T,Left Foot,Open Play,False,0.17268284,0,15.608331108738057,0.4161405989005314,0.12509689916500824,0.1078575166509861,-0.04758594083499176,-0.0648253233490139
Luis Alberto Suárez Díaz,Barcelona,62,14,109.8,38.8,Goal,Right Foot,Open Play,False,0.38599974,1,10.270345661174218,0.6813046003059378,0.2232999768750956,0.2284698533290152,-0.1626997631249044,-0.15752988667098478
Luis Alberto Suárez Díaz,Barcelona,73,5,107.4,49.4,Saved,Right Foot,Open Play,False,0.0916768,0,15.720050890502863,0.3758586646107256,0.1210409252016804,0.10937951819596717,0.0293641252016804,0.017702718195967165
Ivan Rakitić,Barcelona,76,3,94.4,32.7,Off T,Right Foot,Open Play,False,0.027876219,0,26.62048083712989,0.26327382698893187,0.04207353644526516,0.031142731572091905,0.014197317445265159,0.0032665125720919043
Lorenzo Jesús Morón García,Real Betis,79,0,111.1,47.6,Blocked,Head,Open Play,False,0.08171433,0,11.703418304068267,0.485167401626519,0.1799509000274634,0.05673955948359875,0.09823657002746339,-0.02497477051640125
Lorenzo Jesús Morón García,Real Betis,81,16,102.6,39.6,Goal,Right Foot,Open Play,True,0.0630825,1,17.404597093871498,0.4144410811360284,0.10695857276328415,0.13589212744906998,0.043876072763284146,0.07280962744906998
Arturo Erasmo Vidal Pardo,Barcelona,82,46,102.5,27.1,Saved,Right Foot,Open Play,True,0.06999448,0,21.740745157422733,0.2720109258536838,0.06652501359101642,0.07832375025915381,-0.0034694664089835736,0.00832927025915381
Lionel Andrés Messi Cuccittini,Barcelona,84,20,103.4,27.3,Goal,Left Foot,Open Play,True,0.0553791,1,20.900956915892625,0.27944557846473755,0.07215041523054058,0.0812451077904058,0.01677131523054058,0.025866007790405793
Arturo Erasmo Vidal Pardo,Barcelona,90,13,95.6,49.9,Saved,Right Foot,Open Play,False,0.035265345,0,26.331919793285113,0.25686616021749437,0.043053307391354864,0.03198554512096242,0.007787962391354868,-0.0032797998790375787
Lionel Andrés Messi Cuccittini,Barcelona,92,47,113.0,38.2,Post,Left Foot,Open Play,False,0.20298362,0,7.22772439983706,0.9221393225990404,0.3123627027197666,0.32546268604292017,0.10937908271976662,0.12247906604292016
Óscar Melendo Jiménez,Espanyol,7,13,100.9,42.6,Saved,Head,Open Play,False,0.04575849,0,19.276151068094475,0.3721564946671313,0.0883803398998147,0.022501314009253353,0.0426218498998147,-0.023257175990746646
Lionel Andrés Messi Cuccittini,Barcelona,8,12,111.8,34.1,Blocked,Left Foot,Open Play,False,0.09426805,0,10.101980003939824,0.5951608228020555,0.21636116687903106,0.20870366203136065,0.12209311687903106,0.11443561203136064
Ivan Rakitić,Barcelona,20,7,100.8,50.3,Off T,Right Foot,Open Play,False,0.045171972,0,21.788299612406657,0.2957143461471037,0.06721219252963384,0.054267370337583574,0.022040220529633843,0.009095398337583577
Clément Lenglet,Barcelona,21,43,107.9,38.4,Blocked,Left Foot,Open Play,True,0.103451006,0,12.205326705991931,0.5786980164480972,0.18182619052828028,0.23509887431193768,0.07837518452828028,0.1316478683119377
Luis Alberto Suárez Díaz,Barcelona,22,17,112.0,27.5,Off T,Left Foot,Open Play,False,0.05475909,0,14.84082207965583,0.27587886118884497,0.12319119174089355,0.10495791211428929,0.06843210174089354,0.050198822114289283
Lionel Andrés Messi Cuccittini,Barcelona,35,37,90.3,39.5,Blocked,Left Foot,Free Kick,False,0.037966073,0,29.704208456042053,0.2451605117509873,0.03108203066689482,0.049942838214244195,-0.006884042333105182,0.011976765214244192
Lionel Andrés Messi Cuccittini,Barcelona,41,12,110.0,29.9,Off T,Left Foot,Open Play,True,0.1104063,0,14.213022197970425,0.37020009808445137,0.13721045101434137,0.17010892609914188,0.026804151014341374,0.059702626099141884
Jordi Alba Ramos,Barcelona,48,21,114.1,26.9,Off T,Left Foot,Open Play,True,0.050202962,0,14.367324037551326,0.22011838902294922,0.12422472862230043,0.1507205981735432,0.07402176662230042,0.1005176361735432
Óscar Melendo Jiménez,Espanyol,53,38,103.1,45.5,Saved,Left Foot,Open Play,False,0.09009286,0,17.77245059073172,0.3882410106606078,0.1019661011922207,0.08443073057660166,0.011873241192220704,-0.005662129423398332
Malcom Filipe Silva de Oliveira,Barcelona,61,59,113.0,28.4,Saved,Left Foot,Open Play,True,0.12478386,0,13.54843164355196,0.2924845169779644,0.1388457139138468,0.17158934973292234,0.014061853913846817,0.04680548973292234
Ivan Rakitić,Barcelona,66,31,95.1,52.1,Off T,Right Foot,Open Play,False,0.024234088,0,27.684291574826332,0.23748047597261318,0.03744685896151332,0.027097785622946374,0.013212770961513319,0.0028636976229463734
Philippe Coutinho Correia,Barcelona,67,32,104.2,29.9,Off T,Right Foot,Open Play,True,0.05541387,0,18.75233318816621,0.3294586926035324,0.09025954256112723,0.11150563052399645,0.03484567256112723,0.056091760523996455
Lionel Andrés Messi Cuccittini,Barcelona,70,40,101.4,44.2,Goal,Left Foot,Free Kick,False,0.09995406,1,19.06829829848484,0.3707955433826909,0.08996170360812587,0.1645948150538419,-0.009992356391874124,0.06464075505384191
Lionel Andrés Messi Cuccittini,Barcelona,73,55,103.2,32.4,Off T,Left Foot,Open Play,True,0.09092206,0,18.43908891458577,0.3601104136847691,0.09453295553535143,0.11142563942329135,0.0036108955353514327,0.020503579423291354
Lionel Andrés Messi Cuccittini,Barcelona,88,19,108.1,36.1,Goal,Left Foot,Open Play,True,0.16834752,1,12.522779244241276,0.5458022696137936,0.17409372713651367,0.22378633468833262,0.005746207136513665,0.055438814688332616
Esteban Félix Granero Molina,Espanyol,94,35,98.6,23.2,Blocked,Right Foot,Free Kick,False,0.044034332,0,27.2066168422316,0.21228248771245525,0.038548985541693614,0.0675137095286981,-0.005485346458306388,0.023479377528698102
Luis Alberto Suárez Díaz,Barcelona,2,1,115.2,27.9,Saved,Left Foot,Open Play,False,0.07609261,0,13.017296186228537,0.2214593557402874,0.1394553460251399,0.12123354857632532,0.06336273602513989,0.04514093857632531
Vicente Iborra De La Fuente,Villarreal,6,10,113.3,45.2,Saved,Head,Open Play,False,0.06800926,0,8.481155581640987,0.6974075011322938,0.25720614730424407,0.09416433673154465,0.18919688730424405,0.026155076731544644
Samuel Chimerenka Chukwueze,Villarreal,7,25,110.8,48.9,Saved,Left Foot,Open Play,False,0.19887161,0,12.800390619039717,0.4208596734358815,0.1588630735012531,0.14332041457442382,-0.040008536498746916,-0.05555119542557618
Luis Alberto Suárez Díaz,Barcelona,8,32,69.2,77.6,Saved,Right Foot,Open Play,False,0.01602844,0,63.20126581010858,0.09313733694367074,0.0010873175582883524,0.0004258866414249653,-0.01494112244171165,-0.015602553358575036
Karl Brillant Toko Ekambi,Villarreal,8,50,107.1,25.1,Off T,Right Foot,Open Play,False,0.043715023,0,19.708373854785687,0.24666417852710376,0.07878913673189014,0.06527136435362817,0.03507411373189014,0.021556341353628168
Philippe Coutinho Correia,Barcelona,11,44,115.7,39.2,Goal,Right Foot,Open Play,True,0.89318115,1,4.373785545725805,1.3905894630141835,0.45025553277233504,0.6134317927425063,-0.44292561722766494,-0.2797493572574937
Arthur Henrique Ramos de Oliveira Melo,Barcelona,15,1,106.8,36.6,Blocked,Left Foot,Open Play,False,0.08113837,0,13.630847369110992,0.5108306232833134,0.15595894160338875,0.1409941420508848,0.07482057160338874,0.05985577205088481
Malcom Filipe Silva de Oliveira,Barcelona,15,15,116.2,33.4,Goal,Head,Open Play,False,0.19307579,1,7.615773105863908,0.5576031776236399,0.2557506819841681,0.09256224211257459,0.06267489198416812,-0.1005135478874254
Philippe Coutinho Correia,Barcelona,18,24,110.5,44.5,Post,Right Foot,Open Play,False,0.36740926,0,10.51189802081432,0.6214738987328978,0.2125246757092907,0.21500902822608708,-0.1548845842907093,-0.15240023177391293
Philippe Coutinho Correia,Barcelona,22,19,97.4,29.5,Saved,Right Foot,Open Play,False,0.042406425,0,24.92007223103496,0.2658215231915382,0.04940582797527759,0.03764846095686564,0.00699940297527759,-0.004757964043134361
Samuel Chimerenka Chukwueze,Villarreal,22,46,102.7,44.7,Post,Right Foot,Open Play,False,0.13000366,0,17.927074496414633,0.3901041515382289,0.10069832891224381,0.08808202200266849,-0.02930533108775618,-0.04192163799733151
Samuel Chimerenka Chukwueze,Villarreal,22,49,110.9,51.3,Goal,Left Foot,Open Play,False,0.13968256,1,14.508618128546903,0.3259023702939436,0.13045789564669036,0.11272572211459618,-0.009224664353309653,-0.02695683788540383
Vicente Iborra De La Fuente,Villarreal,31,25,109.1,43.6,Blocked,Other,Open Play,False,0.10133086,0,11.479111463872112,0.5930835857891597,0.19413874385756708,0.04970658993068744,0.09280788385756708,-0.051624270069312556
Samuel Chimerenka Chukwueze,Villarreal,39,21,109.8,31.8,Saved,Left Foot,Open Play,True,0.31726184,0,13.087398519186312,0.44173594945898137,0.15695836145143546,0.1984595565173684,-0.16030347854856455,-0.11880228348263161
Santiago Cazorla González,Villarreal,43,8,97.5,41.3,Blocked,Right Foot,Free Kick,False,0.09136661,0,22.537524265100636,0.32148094871908106,0.06376196201766843,0.11920541403581413,-0.027604647982331573,0.027838804035814124
Luis Alberto Suárez Díaz,Barcelona,47,13,89.5,33.2,Saved,Right Foot,Free Kick,False,0.035593707,0,31.2488399784696,0.22779178122649885,0.02653449945824483,0.044177795064839626,-0.009059207541755172,0.008584088064839623
José Ramiro Funes Mori,Villarreal,47,55,52.5,43.2,Off T,Left Foot,Open Play,False,0.005044457,0,67.57580928113255,0.10809659480051785,0.0007155171407413458,0.00024583462126799295,-0.004328939859258654,-0.0047986223787320065
Karl Brillant Toko Ekambi,Villarreal,49,4,115.0,60.4,Goal,Right Foot,Open Play,False,0.011595061,1,21.00380917833715,0.08535324038301194,0.0634150979603112,0.04994178116888839,0.05182003696031119,0.03834672016888839
Álvaro González Soberón,Villarreal,52,19,112.1,36.3,Off T,Head,Open Play,False,0.12939776,0,8.723531395025761,0.7449630432638128,0.2586783724807632,0.09522556336227533,0.1292806124807632,-0.03417219663772467
Vicente Iborra De La Fuente,Villarreal,61,13,112.8,30.2,Goal,Left Foot,Open Play,True,0.17586425,1,12.16059209084821,0.3735013620382817,0.1631023950185057,0.2062716829572037,-0.012761854981494292,0.03040743295720369
Luis Alberto Suárez Díaz,Barcelona,63,32,103.7,50.4,Off T,Right Foot,Open Play,True,0.06675573,0,19.335201059208043,0.31966307227870044,0.08517138256366054,0.10430217286993998,0.01841565256366054,0.03754644286993998
Samuel Chimerenka Chukwueze,Villarreal,67,52,101.5,41.5,Saved,Left Foot,Open Play,False,0.101714805,0,18.560711193270585,0.38823644207231117,0.09510615775712968,0.07772323237670874,-0.00660864724287033,-0.02399157262329127
Álvaro González Soberón,Villarreal,68,47,112.5,35.5,Off T,Head,Open Play,False,0.0965725,0,8.74642784226795,0.7159836460351532,0.25459466966087885,0.09292146262378034,0.15802216966087884,-0.0036510373762196624
Karl Brillant Toko Ekambi,Villarreal,71,11,102.0,29.9,Saved,Right Foot,Open Play,False,0.05964955,0,20.640009689920205,0.30909471765113483,0.07523401464142591,0.062062070711113394,0.015584464641425912,0.0024125207111133917
Arturo Erasmo Vidal Pardo,Barcelona,73,23,103.1,34.9,Blocked,Right Foot,Open Play,True,0.052129567,0,17.652761823578775,0.3932124618527039,0.10334947471718159,0.13055247770941103,0.05121990771718159,0.07842291070941103
Malcom Filipe Silva de Oliveira,Barcelona,74,11,110.5,23.7,Off T,Left Foot,Open Play,False,0.029889632,0,18.866372200293302,0.20028828023532078,0.08263599155180532,0.06494883273244707,0.052746359551805316,0.035059200732447074
Carlos Arturo Bacca Ahumada,Villarreal,79,28,110.2,48.4,Goal,Right Foot,Open Play,False,0.90274256,1,12.90736224021004,0.43791605874976447,0.15896928177051534,0.15143376597133917,-0.7437732782294846,-0.7513087940286608
Lionel Andrés Messi Cuccittini,Barcelona,89,50,100.4,43.1,Goal,Left Foot,Free Kick,False,0.11242789,1,19.84363877921587,0.3606860184633236,0.08341897276693781,0.15167217629060048,-0.02900891723306219,0.03924428629060048
Lionel Andrés Messi Cuccittini,Barcelona,90,53,87.2,42.4,Off T,Left Foot,Open Play,False,0.020667935,0,32.887687665751145,0.22109167973503335,0.022588599692114717,0.014040714153083314,0.0019206646921147187,-0.006627220846916684
Jordi Alba Ramos,Barcelona,92,9,108.7,36.0,Saved,Left Foot,Open Play,False,0.27154848,0,11.987076374162298,0.5656434683833984,0.1837317658666596,0.1717838845459939,-0.08781671413334038,-0.0997645954540061
Luis Alberto Suárez Díaz,Barcelona,92,57,102.9,52.0,Goal,Left Foot,Open Play,True,0.036857523,1,20.890428430264418,0.28769552718746233,0.07258589543854312,0.0818559347313667,0.03572837243854311,0.04499841173136669
José María Giménez de Vargas,Atlético Madrid,2,33,81.3,46.3,Off T,Right Foot,Open Play,False,0.0074116597,0,39.20943763942554,0.18378617663754243,0.011989128415385837,0.007082424979206797,0.004577468715385837,-0.0003292347207932032
Diego da Silva Costa,Atlético Madrid,8,44,112.2,43.7,Off T,Head,Open Play,False,0.073996074,0,8.633075929238661,0.7512544020587916,0.2611839729972067,0.0965814377187699,0.1871878989972067,0.022585363718769902
Philippe Coutinho Correia,Barcelona,9,47,92.7,23.2,Blocked,Right Foot,Open Play,False,0.008604273,0,32.05510879719487,0.19455819391302595,0.024046854164440495,0.016040859848836034,0.015442581164440495,0.007436586848836033
Jordi Alba Ramos,Barcelona,13,30,109.9,34.5,Post,Left Foot,Open Play,False,0.31488147,0,11.500434774390047,0.55642905233973,0.19005301463039917,0.17869788049498758,-0.12482845536960083,-0.13618358950501241
Santiago Arias Naranjo,Atlético Madrid,15,45,112.1,52.5,Blocked,Right Foot,Open Play,False,0.050040502,0,14.787156589419078,0.27460706716335453,0.12366925460870141,0.11146935987557535,0.07362875260870141,0.06142885787557535
Luis Alberto Suárez Díaz,Barcelona,19,1,107.3,55.3,Off T,Right Foot,Open Play,True,0.054868333,0,19.884164553734713,0.23873012331355065,0.07717325738037722,0.09268848736275354,0.022304924380377227,0.03782015436275354
Antoine Griezmann,Atlético Madrid,19,43,111.4,56.1,Saved,Right Foot,Open Play,False,0.01981289,0,18.252944967867514,0.19437816162852778,0.0869983855396168,0.07313807125847159,0.0671854955396168,0.05332518125847159
Lionel Andrés Messi Cuccittini,Barcelona,22,51,94.3,46.8,Off T,Left Foot,Free Kick,False,0.06365061,0,26.58439391823707,0.2649531688489675,0.042261231136395676,0.07093136744205937,-0.02138937886360432,0.007280757442059374
Philippe Coutinho Correia,Barcelona,26,58,103.4,38.4,Saved,Right Foot,Open Play,False,0.29174805,0,16.67693017314637,0.43032399426697476,0.11502865890675659,0.10335064000388992,-0.1767193910932434,-0.18839740999611004
Lionel Andrés Messi Cuccittini,Barcelona,43,33,102.8,49.1,Saved,Left Foot,Open Play,True,0.057175413,0,19.458931111445974,0.331947413437692,0.08485997635274126,0.09827599176838207,0.027684563352741255,0.04110057876838207
Ivan Rakitić,Barcelona,44,54,89.8,51.9,Blocked,Right Foot,Open Play,False,0.021819562,0,32.459975354272835,0.20939453544903783,0.023355756460752324,0.015516612443845848,0.0015361944607523229,-0.006302949556154153
Philippe Coutinho Correia,Barcelona,47,45,113.0,32.6,Saved,Head,Open Play,False,0.13298349,0,10.186265262597473,0.5158296318604646,0.20624395028177167,0.06839110853906226,0.07326046028177166,-0.06459238146093775
Sergio Busquets i Burgos,Barcelona,51,8,96.3,35.0,Off T,Left Foot,Open Play,True,0.042495884,0,24.221684499637927,0.293848578314876,0.05365458370656699,0.05771105186348084,0.011158699706566994,0.015215167863480844
Luis Alberto Suárez Díaz,Barcelona,53,18,103.2,30.3,Blocked,Right Foot,Open Play,False,0.031258743,0,19.399226788715055,0.32669662965918883,0.0850449321576073,0.07182855932955541,0.05378618915760731,0.04056981632955541
Lionel Andrés Messi Cuccittini,Barcelona,55,47,99.8,44.1,Saved,Left Foot,Open Play,False,0.086096756,0,20.61188977265307,0.3449969575850499,0.07709830808335243,0.06039732330444083,-0.00899844791664757,-0.025699432695559167
Lionel Andrés Messi Cuccittini,Barcelona,60,25,102.6,37.2,Saved,Left Foot,Open Play,False,0.08353407,0,17.62384748004817,0.4048766798995828,0.10433090699500017,0.08685812379313174,0.020796836995000165,0.0033240537931317343
Luis Alberto Suárez Díaz,Barcelona,61,43,108.0,30.8,Saved,Right Foot,Open Play,True,0.33181816,0,15.120846537148639,0.38746463695090344,0.12828476799301403,0.16636516813120067,-0.20353339200698595,-0.1654529918687993
Ivan Rakitić,Barcelona,62,40,91.8,37.1,Blocked,Left Foot,Open Play,False,0.018569808,0,28.34872131155125,0.2555030598831094,0.03557576447286673,0.02403306095462822,0.017005956472866728,0.0054632529546282185
Lionel Andrés Messi Cuccittini,Barcelona,63,22,98.0,44.8,Saved,Left Foot,Open Play,False,0.07505362,0,22.517548712060112,0.315341036946069,0.06363658038394335,0.048004823441147856,-0.011417039616056654,-0.027048796558852145
Antoine Griezmann,Atlético Madrid,67,23,99.7,60.6,Saved,Left Foot,Free Kick,False,0.010730798,0,28.921445330411824,0.17861801127999785,0.032082506880276036,0.051550159320332176,0.021351708880276037,0.040819361320332176
Lionel Andrés Messi Cuccittini,Barcelona,68,44,99.5,40.7,Saved,Left Foot,Open Play,True,0.098306745,0,20.511947737842938,0.35295957996327904,0.07817673945981644,0.08954952855326405,-0.020130005540183557,-0.008757216446735952
Malcom Filipe Silva de Oliveira,Barcelona,68,46,107.5,53.6,Saved,Left Foot,Open Play,True,0.0653796,0,18.47187050625897,0.2721937514684333,0.08941090224014621,0.10394929472684669,0.024031302240146213,0.038569694726846696
Rodrigo Hernández Cascante,Atlético Madrid,74,12,114.6,42.9,Off T,Head,Open Play,False,0.18143873,0,6.129437168288786,1.021908073927881,0.3508083833514566,0.1516606028981263,0.1693696533514566,-0.02977812710187369
José María Giménez de Vargas,Atlético Madrid,77,56,105.0,33.5,Off T,Head,Open Play,False,0.0515167,0,16.347782724271816,0.40823248034312326,0.11683765410496626,0.03209591352862977,0.06532095410496626,-0.01942078647137023
Álvaro Borja Morata Martín,Atlético Madrid,81,2,111.4,35.9,Blocked,Left Foot,Open Play,True,0.0770787,0,9.527329111561116,0.6829802497297147,0.23638339568794034,0.3130596729874608,0.15930469568794034,0.2359809729874608
Saúl Ñíguez Esclapez,Atlético Madrid,81,8,98.5,35.7,Blocked,Right Foot,Open Play,False,0.049884804,0,21.925783908448974,0.3248258040369585,0.0675751923377751,0.0547219261806881,0.017690388337775108,0.004837122180688103
Lionel Andrés Messi Cuccittini,Barcelona,83,23,99.5,47.8,Blocked,Left Foot,Open Play,False,0.035068896,0,21.933763926877667,0.31047428724334414,0.06693084168294534,0.05094829778051047,0.03186194568294534,0.01587940178051047
Luis Alberto Suárez Díaz,Barcelona,84,15,97.7,28.8,Goal,Right Foot,Open Play,False,0.036701534,1,24.954558701768295,0.26174631504669693,0.04912131762380303,0.03738217153548258,0.012419783623803027,0.0006806375354825797
Lionel Andrés Messi Cuccittini,Barcelona,85,59,108.0,42.5,Goal,Left Foot,Open Play,False,0.07466725,1,12.257650672131263,0.5706245353394583,0.18027431665481589,0.16801553808391056,0.10560706665481588,0.09334828808391056
Lionel Andrés Messi Cuccittini,Barcelona,10,0,94.3,28.7,Blocked,Left Foot,Free Kick,False,0.050465677,0,28.074543629416315,0.23819853389551895,0.03610892277365279,0.05922881188663665,-0.014356754226347211,0.008763134886636652
Lionel Andrés Messi Cuccittini,Barcelona,26,23,97.9,47.4,Off T,Left Foot,Free Kick,False,0.080229186,0,23.306007809146546,0.2963670965971463,0.058489707812727915,0.10234982052315858,-0.02173947818727208,0.022120634523158586
Juan Miguel Jiménez López,Real Sociedad,35,7,115.8,30.8,Saved,Right Foot,Open Play,False,0.15923223,0,10.113357503816426,0.33300640557811645,0.18824394922096535,0.18354045024014046,0.02901171922096535,0.024308220240140455
Willian José da Silva,Real Sociedad,35,8,112.7,37.7,Off T,Right Foot,Open Play,True,0.17164022,0,7.653757247260978,0.8688740442662115,0.2960725081734115,0.41273231565005475,0.12443228817341151,0.24109209565005474
Lionel Andrés Messi Cuccittini,Barcelona,37,41,100.0,56.9,Saved,Left Foot,Open Play,False,0.028298087,0,26.184155514356384,0.2144391202799277,0.04249756688599335,0.029561855975846613,0.014199479885993349,0.0012637689758466138
Luis Alberto Suárez Díaz,Barcelona,41,1,107.8,27.8,Saved,Right Foot,Open Play,True,0.08642135,0,17.25340546095176,0.30437473616415184,0.1015468688434737,0.12727033822686812,0.015125518843473712,0.040848988226868124
Clément Lenglet,Barcelona,44,14,113.7,37.7,Goal,Head,Open Play,False,0.1246779,1,6.706713054842882,0.9702832602675268,0.3304390267571583,0.1381068505923422,0.2057611267571583,0.013428950592342212
Mikel Oyarzabal Ugarte,Real Sociedad,46,53,110.3,46.7,Off T,Head,Open Play,False,0.06609864,0,11.788977903109332,0.5145811309469934,0.18158942217200955,0.05754827006831477,0.11549078217200955,-0.008550369931685231
Willian José da Silva,Real Sociedad,47,23,109.4,39.8,Off T,Head,Open Play,False,0.1138656,0,10.601886624558853,0.6647366819488534,0.21585514739540604,0.07353062681370216,0.10198954739540604,-0.040334973186297834
Rubén Pardo Gutiérrez,Real Sociedad,51,28,93.2,24.5,Saved,Right Foot,Open Play,False,0.01599134,0,30.9594896598765,0.2046664921429846,0.02687410680125993,0.01829374242012518,0.010882766801259932,0.0023024024201251797
Luca Sangalli Fuentes,Real Sociedad,55,7,98.8,39.3,Off T,Left Foot,Open Play,True,0.04738028,0,21.211553455605276,0.3415580766080405,0.07286536560258718,0.08251183345881498,0.02548508560258718,0.03513155345881498
Ousmane Dembélé,Barcelona,57,19,107.2,25.5,Off T,Right Foot,Open Play,True,0.07164713,0,19.34140636044856,0.25414849532308154,0.08181034617059267,0.09919252916057018,0.010163216170592668,0.02754539916057018
Juan Miguel Jiménez López,Real Sociedad,61,47,110.7,46.4,Goal,Right Foot,Open Play,True,0.19523925,1,11.289375536317317,0.5381171157010561,0.1913766971296917,0.25983184664574327,-0.0038625528703083167,0.06459259664574327
Jordi Alba Ramos,Barcelona,63,37,104.0,28.8,Goal,Right Foot,Open Play,False,0.07842237,1,19.530488985173925,0.3080897000283085,0.08310689505750077,0.06980988894727366,0.004684525057500763,-0.008612481052726342
Luca Sangalli Fuentes,Real Sociedad,75,50,85.3,42.4,Off T,Right Foot,Open Play,False,0.017707836,0,34.78289809662214,0.20919141172426853,0.018686853294594543,0.011940440496072879,0.000979017294594542,-0.005767395503927122
Ivan Rakitić,Barcelona,78,41,113.1,29.7,Off T,Left Foot,Open Play,False,0.12237178,0,12.397580409095966,0.34554558608877906,0.1574884765052094,0.1411925872479427,0.03511669650520939,0.018820807247942703
Arturo Erasmo Vidal Pardo,Barcelona,80,48,116.1,34.6,Off T,Left Foot,Open Play,True,0.42404056,0,6.661080993352358,0.7446562356440513,0.2992395937924462,0.39978525346538396,-0.12480096620755382,-0.02425530653461605
Mikel Oyarzabal Ugarte,Real Sociedad,83,32,105.1,44.8,Blocked,Left Foot,Open Play,False,0.08979339,0,15.654072952429988,0.44003399071077864,0.1263407087488142,0.10930044169164195,0.0365473187488142,0.01950705169164195
Philippe Coutinho Correia,Barcelona,88,19,101.2,31.0,Blocked,Right Foot,Open Play,False,0.058907956,0,20.84322431870846,0.31589918110622756,0.07416841644631623,0.06105192087485885,0.015260460446316237,0.0021439648748588502
